bank_key,bank_id,bank_name
57928,175280,Switzerland Bank #1115
57959,39061,China Bank #882
58001,11853,Spain Bank #34
58103,61869,National Bank of Fort Wayne
58151,143625,China Bank #822
58210,2470,France Bank #306
58228,40999,China Bank #370
58309,42935,Savings Bank of New York
58339,2117209,Canada Bank #192
58419,283264,National Bank of Indianapolis
58448,216360,China Bank #180
58454,251758,Japan Bank #189
58464,44188,Germany Bank #1815
58520,268863,Italy Bank #1196
58609,24703,Plandor Federal Bank
58612,239461,China Bank #103
58626,15011,France Bank #118
58839,138713,China Bank #770
58849,224508,China Bank #97
58902,122739,Italy Bank #52
58946,1126098,Australia Bank #162
58977,139966,Italy Bank #178
59124,32628,Netherlands Bank #1826
59150,216324,China Bank #227
59195,1488,Savings Bank of Omaha
59241,1180412,Israel Bank #73
59302,21217,France Bank #45
59338,21418,National Bank of Milford
59369,2110980,Canada Bank #111
59420,226477,France Bank #1325
59451,110783,Germany Bank #1868
59513,275027,Russia Bank #110
59518,2144334,Mexico Bank #64
59546,242551,Portugal Bank #198
59637,2183669,Israel Bank #268
59647,13455,Bank of Topeka
59701,57107,First Bank of Cleveland
59709,51556,Slovakia Bank #1941
59773,239197,China Bank #325
59837,1154928,Brazil Bank #47
59902,6138,Bank of Billings
60003,7317,Bank of Harrisburg
60167,214872,Finland Bank #367
60321,165332,India Bank #18
60391,138994,China Bank #311
60426,2110919,Bank of Los Angeles
60506,121421,China Bank #3
60534,2183074,Israel Bank #90
60579,116510,Latvia Bank #82
60604,160525,India Bank #12
60738,144106,China Bank #683
60773,34338,China Bank #263
60827,24583,The Pine Community Bank
60874,2128664,Netherlands Bank #1919
60924,72230,Russia Bank #92
61047,213834,First Bank of the West
61079,212585,Crytpo Bank #14
61094,237149,Oak Bancorp
61137,152840,Japan Bank #241
61140,226997,France Bank #1974
61181,2126008,Australia Bank #46
61615,110790,Germany Bank #87
61676,112264,Italy Bank #817
61898,247841,Sea Community Bank
61976,8513,Bank of Butte
62036,113003,City National Trust Bank
62040,119948,Croatia Bank #402
62272,63854,India Bank #145
62331,2544,Spain Bank #342
62353,246807,Italy Bank #218
62418,143446,China Bank #1871
62425,18215,China Bank #25
62467,146041,Mexico Bank #55
62528,214285,National Bank of Topeka
62571,24924,Germany Bank #838
62625,121436,Italy Bank #336
62789,55926,Japan Bank #135
62820,131503,National Bank of Seattle
63057,128727,France Bank #472
63100,27974,Belgium Bank #722
63174,243028,Savings Bank of Denver
63303,34458,National Bank of Portsmouth
63322,121523,Germany Bank #189
63374,297435,UK Bank #49
63439,97663,National Bank of New Orleans
63443,115813,Savings Bank of the North
63479,110059,Acme Bank
63481,171918,Russia Bank #88
63581,176376,Belgium Bank #6816
63649,26629,Spain Bank #2459
63676,196972,UK Bank #269
63757,232211,France Bank #3086
63852,11848,Fieldstone Cooperative Bank
63962,2182090,Israel Bank #57
63993,23187,Spruce Credit Union
64119,244653,Future Savings Bank
64141,14821,Austria Bank #204
64155,181638,Israel Bank #76
64185,21990,Netherlands Bank #481
64200,22602,Italy Bank #41
64402,15379,Oak Credit Union
64457,4563,Spruce Bancorp
64473,260969,Russia Bank #83
64522,4609,Germany Bank #110
64537,184555,Savings Bank of Newbury
64580,17364,Spruce Bancorp
64619,1166984,Switzerland Bank #1
64683,171888,Russia Bank #84
64746,12963,Italy Bank #302
64777,236408,China Bank #232
64781,110478,Heath Community Bank
64865,251127,Baltech Trust Bank
64913,19675,Germany Bank #230
64947,19795,China Bank #207
64995,150211,Japan Bank #205
65078,126145,Germany Bank #523
65136,14350,Spain Bank #447
65331,253580,France Bank #5453
65383,8381,Heath Trust Bank
65434,132814,France Bank #263
65544,111554,National Bank of Hartford
65687,253451,Savings Bank of Seattle
65706,15978,Flagstone Credit Union
65733,235985,Bank of Fort Wayne
65743,156514,Brazil Bank #55
65752,117126,Canada Bank #167
65782,138597,Savings Bank of Cleveland
66143,115079,Arbor Trust Bank
66296,34402,China Bank #68
66326,78860,Russia Bank #219
66332,23602,Savings Bank of Chicago
66435,7385,Latvia Bank #467
66749,112140,National Bank of Providence
66810,213895,Bank of Portsmouth
66832,47750,First Bank of Huron
66919,2182618,Israel Bank #68
66933,215071,Savings Bank of New York
66985,237304,China Bank #209
67039,2167828,Switzerland Bank #65
67110,1183927,Israel Bank #156
67144,13600,Dawn Federal Bank
67206,38633,Bank of Springfield
67375,140811,Japan Bank #125
67525,2125596,Australia Bank #16
67622,25485,Croatia Bank #214
67702,114874,Italy Bank #451
67734,121396,Bank of Detroit
67880,56357,Bank of Houston
67891,166544,Dawn Thrift
68072,1182679,Israel Bank #218
68078,28720,Italy Bank #242
68117,18526,France Bank #55
68134,132965,France Bank #186
68135,211037,France Bank #216
68244,23,Japan Bank #118
68406,88956,Regents Trust Bank
68461,1180640,Israel Bank #81
68538,251958,Japan Bank #139
68548,2142968,Mexico Bank #66
68574,1701,France Bank #53
68673,88304,Germany Bank #2040
68674,63941,Brook Bank
68739,25828,First Bank of Fort Wayne
68847,157210,Japan Bank #245
68891,194692,Canada Bank #119
68991,230522,Bank of Denver
69007,24,Crytpo Bank #9
69024,247646,China Bank #190
69414,95274,UK Bank #129
69439,242337,First Bank of Miami
69447,13514,Bank of New York
69458,229750,Savings Bank of Laramie
69463,11520,Spain Bank #40
69522,261641,Hearthstone Savings Bank
69565,222473,Bank of Cleveland
69726,17291,Germany Bank #162
69737,11032,Desert Bancorp
70161,174634,Russia Bank #137
70197,285462,First Bank of Denver
70443,146435,Bank of Cleveland
70487,256525,The Pine Federal Bank
70491,138135,China Bank #49
70568,148136,Golden Credit Union
70639,22073,France Bank #101
70670,4191,Italy Bank #11
70754,263961,Bank of Newbury
70763,19200,Portugal Bank #394
70927,220255,Savings Bank of Sacramento
70979,220584,France Bank #1031
71165,110528,National Bank of Miami
71238,122537,Spain Bank #508
71269,112979,France Bank #421
71326,1158029,Brazil Bank #1
71452,12425,Germany Bank #60
71509,265520,Golden Credit Union
71587,215233,Savings Bank of Fairfield
71657,54908,Japan Bank #29
71698,79397,Russia Bank #211
71765,1211510,Crytpo Bank #42
71772,268356,National Bank of Indianapolis
71794,19337,China Bank #18
71814,263747,First Bank of Philadelphia
71821,24878,First Bank of Watertown
71891,246312,Bank of Chicago
71917,219685,Lithuania Bank #789
72088,41340,Regents Bancorp
72108,108743,Canada Bank #89
72312,149688,National Bank of Arkadelphia
72340,155306,First Bank of Watertown
72369,141807,China Bank #152
72387,47299,Japan Bank #102
72429,90556,Sea Cooperative Bank
72624,115887,China Bank #71
72631,148158,Sunrise Bancorp
72647,70,National Bank of Indianapolis
72661,145720,China Bank #214
72665,211943,Bank of the North
72669,38471,Spruce Credit Union
72683,75129,Russia Bank #89
72763,175986,Russia Bank #152
72764,219853,China Bank #125
72789,65399,India Bank #1
72821,19851,France Bank #128
72886,2108916,Canada Bank #2
73089,165540,India Bank #162
73129,113957,Fieldstone Cooperative Bank
73134,136903,China Bank #149
73254,277047,Russia Bank #145
73368,130172,Hearthstone Federal Bank
73660,155831,Germany Bank #884
73709,119,Israel Bank #37
73796,31562,Hearthstone Community Bank
73812,16315,First Bank of Harrisburg
73924,242683,China Bank #465
73952,210789,Germany Bank #36
74032,254225,Japan Bank #176
74038,9,Australia Bank #54
74043,40428,Savings Bank of Huron
74047,143234,Japan Bank #127
74075,3,Spain Bank #56
74147,39167,Greece Bank #5187
74203,249814,Bank of Huron
74225,293924,UK Bank #5
74236,221413,First Bank of Madison
74314,4252,China Bank #57
74388,27485,France Bank #1286
74454,26134,Acme Bancorp
74456,2109303,Canada Bank #56
74468,5665,First Bank of New York
74509,29689,Savings Bank of Seattle
74510,26682,National Bank of Fort Wayne
74598,130191,Spain Bank #700
74633,114667,Germany Bank #179
74729,40692,Bank of Danbury
74916,544,National Bank of New Orleans
74943,22483,France Bank #161
74988,12883,Greece Bank #124
75042,230242,Acme Cooperative Bank
75134,211052,The Pine Bank
75224,96559,UK Bank #148
75243,34340,Bank of Seattle
75423,215647,Italy Bank #46
75454,152270,Savings Bank of Chicago
75504,127430,Spain Bank #84
75513,12180,Italy Bank #51
75530,66937,Germany Bank #474
75618,151989,Japan Bank #180
75673,74061,Russia Bank #114
75704,126831,Savings Bank of Pittsburgh
75735,154527,Japan Bank #210
75782,221260,Brownstone Community Bank
75859,15240,First Bank of Seattle
75874,67329,India Bank #380
75900,11194,First Bank of Miami
76000,357,Germany Bank #414
76001,224668,China Bank #22
76049,18252,Savings Bank of Topeka
76103,115955,Italy Bank #356
76125,250555,Sunrise Community Bank
76207,274521,Italy Bank #3463
76252,233675,First Bank of Hartford
76283,168468,China Bank #2146
76386,176424,Russia Bank #143
76452,218363,First Bank of Huron
76512,2146709,Mexico Bank #109
76620,131380,Savings Bank of Providence
76654,2157686,Brazil Bank #51
76681,259933,India Bank #98
76690,2142469,Mexico Bank #113
76724,14031,Bank of Denver
76733,268824,China Bank #929
76759,284762,Russia Bank #183
76782,213595,Bank of the South
76907,1136230,Australia Bank #917
76933,182523,Israel Bank #119
76998,196551,UK Bank #0
77040,238428,China Bank #312
77058,1166873,Switzerland Bank #49
77073,23435,First Bank of Phoenix
77104,14586,Sea Bank
77116,20648,Plandor Community Bank
77120,196679,UK Bank #17
77179,270844,Bank of Newbury
77353,155430,Brazil Bank #46
77429,113667,Germany Bank #416
77476,27934,Savings Bank of Indianapolis
77492,178150,Netherlands Bank #3354
77515,147272,Mexico Bank #107
77605,15284,Sea Bank
77658,1115965,Canada Bank #264
77708,195134,UK Bank #3
77776,34658,Bank of Dallas
77855,72862,Bank of Tampa
77871,78479,Bank of Philadelphia
77924,81153,Russia Bank #302
77966,9238,National Bank of the North
78076,185425,Israel Bank #38
78135,57457,First Bank of Fort Wayne
78140,237777,China Bank #269
78145,147782,Japan Bank #46
78200,157940,National Bank of Dallas
78303,1116498,Canada Bank #181
78357,1126049,Australia Bank #72
78506,239463,China Bank #327
78544,6521,France Bank #408
78590,20,National Bank of Los Angeles
78645,110912,Capital Credit Union
78655,24816,Savings Bank of Newport
78693,26064,Portugal Bank #97
78725,210121,Portugal Bank #459
78804,181214,Israel Bank #0
78843,2212608,Crytpo Bank #38
78848,123592,France Bank #250
78897,118676,Bank of Butte
78908,14639,Spain Bank #121
78961,29196,Bank of Topeka
79056,11,Bank of Miami
79068,230226,France Bank #598
79138,236302,First Bank of the East
79378,243013,Future Bank
79403,152604,Japan Bank #157
79404,201486,Saudi Arabia Bank #38
79461,229155,National Bank of Hartford
79482,293947,UK Bank #22
79488,81665,Bank of Seattle
79494,2142838,Mexico Bank #31
79504,23024,Italy Bank #203
79682,223258,Italy Bank #2417
79703,20874,Bank of the South
79728,20340,Capital Bancorp
79777,79786,Russia Bank #181
79778,180939,Russia Bank #207
79817,97584,UK Bank #151
79956,15594,Savings Bank of Sacramento
80030,243541,China Bank #572
80050,1126548,Australia Bank #119
80090,96670,Canada Bank #96
80142,2126306,Australia Bank #84
80175,14902,China Bank #154
80188,18170,First Bank of Newbury
80245,187721,China Bank #1043
80268,235792,Savings Bank of Milford
80293,37523,Fieldstone Bank
80310,37737,National Bank of New York
80362,23442,France Bank #528
80440,27880,First Bank of Montpelier
80518,181875,Israel Bank #85
80616,12696,National Bank of Philadelphia
80626,33743,First Bank of Columbus
80628,55019,Japan Bank #275
80663,1133674,Australia Bank #157
80710,111606,Heath Savings Bank
80734,2157369,Brazil Bank #69
80800,122601,Canada Bank #1681
80845,237851,China Bank #280
80918,183234,Russia Bank #1
80936,225435,Italy Bank #1540
81010,214685,Spain Bank #2233
81128,32893,First Bank of Laramie
81154,52134,Japan Bank #199
81158,145451,China Bank #673
81196,262462,India Bank #133
81241,7098,Sea Cooperative Bank
81280,25961,First Bank of Newport
81377,234450,First Bank of Watertown
81566,2408,Germany Bank #58
81724,1180645,Israel Bank #54
81772,237523,Heath Bank
81792,7818,Acme Savings Bank
81897,4687,Bank of Harrisburg
82248,26626,Italy Bank #485
82273,8447,Belgium Bank #183
82394,2416,Spain Bank #371
82406,146730,China Bank #331
82481,28,Canada Bank #24
82574,120090,Bank of Fairfield
82584,35456,First Bank of Watertown
82588,121830,France Bank #1402
82597,160222,India Bank #130
82616,231262,Oak Thrift
82630,29630,Plateau Savings Bank
82911,1180331,Israel Bank #71
82949,94047,UK Bank #7
83089,116024,Italy Bank #958
83110,5655,Bank of Montpelier
83271,18077,Netherlands Bank #382
83426,2100640,UK Bank #42
83634,245591,Sappo Credit Union
83645,231535,Italy Bank #138
83676,113107,Germany Bank #385
83739,7720,Savings Bank of Philadelphia
83770,27427,Willows Bank
83924,217262,Spain Bank #493
83975,2133634,First Bank of Springfield
84060,176752,First Bank of Butte
84079,230963,France Bank #111
84168,25994,Sea Federal Bank
84248,2122629,Canada Bank #1352
84255,288975,Golden Cooperative Bank
84395,718,National Bank of Danbury
84434,212474,Austria Bank #73
84529,2208272,Spruce Thrift
84572,256131,Belgium Bank #1307
84808,24259,Brownstone Savings Bank
84843,23252,Germany Bank #219
84925,181275,Israel Bank #3
85003,281575,Golden Bancorp
85015,29723,China Bank #54
85101,16630,Finland Bank #486
85149,22853,Germany Bank #273
85213,21514,Italy Bank #304
85240,27512,Savings Bank of Augusta
85363,118291,Latvia Bank #521
85402,0,Hearthstone Bancorp
85427,214957,National Bank of Detroit
85529,13104,China Bank #8
85552,121970,Germany Bank #3101
85571,293977,UK Bank #123
85578,229329,Greece Bank #576
85608,38166,National Bank of the South
85640,11734,Italy Bank #779
85764,2464,Germany Bank #247
85853,238108,China Bank #113
85854,182970,Sappo Bank
85937,57523,Germany Bank #3414
85949,210029,Arbor Trust Bank
86137,214178,National Bank of Chicago
86180,74621,Russia Bank #124
86195,39525,China Bank #135
86238,177210,Russia Bank #147
86324,26567,Bank of Helena
86341,16908,Cyprus Bank #54
86347,21136,Capital Savings Bank
86367,240178,National Bank of Fort Wayne
86452,125872,Germany Bank #1955
86494,151257,Japan Bank #23
86501,211767,National Bank of the East
86584,16902,France Bank #426
86604,11796,Savings Bank of Bridgeport
86611,293214,Austria Bank #1184
86673,266460,Bank of Billings
86758,1126971,Australia Bank #89
87015,24528,First Bank of Sacramento
87051,176523,Golden Bank
87112,44362,China Bank #538
87260,68228,Netherlands Bank #580
87308,235129,China Bank #98
87558,1112895,Canada Bank #146
87597,9340,Sappo Bank
87628,252811,Japan Bank #268
87649,25,China Bank #23
87738,119211,Savings Bank of Columbus
87834,126614,Australia Bank #71
87835,111443,Germany Bank #317
87856,112166,Germany Bank #1050
87860,25642,First Bank of Dallas
87951,110715,Sunrise Community Bank
87957,134266,Japan Bank #24
87962,12075,Italy Bank #561
88024,88960,Savings Bank of Danbury
88042,229484,China Bank #169
88061,95638,UK Bank #87
88108,120788,National Bank of Plattsburg
88164,73691,Russia Bank #117
88192,1209169,Crytpo Bank #19
88328,21582,China Bank #30
88387,13146,Baltech Bank
88694,46977,China Bank #1525
88717,76,India Bank #4
88755,48885,China Bank #2837
88799,128901,Australia Bank #126
88809,236668,Brook Bank
88837,42957,First Bank of Newbury
88954,10057,Brownstone Bancorp
88966,10836,Spain Bank #126
89017,2125369,Australia Bank #9
89089,114976,Savings Bank of Sacramento
89187,1313,Savings Bank of Indianapolis
89270,5560,France Bank #264
89304,132251,Germany Bank #4672
89314,124364,Austria Bank #422
89427,116097,Portugal Bank #1538
89451,186355,Mountain Bancorp
89474,279562,Sappo Bank
89562,1156293,Brazil Bank #59
89589,127804,France Bank #469
89638,1180658,Israel Bank #64
89654,20724,Arbor Bank
89714,24527,Portugal Bank #171
89716,24083,Latvia Bank #188
89761,112136,Plateau Trust Bank
89809,6255,Greece Bank #151
89856,9888,Bank of Houston
90157,18781,Lithuania Bank #592
90271,291683,Plandor Savings Bank
90321,218695,France Bank #197
90333,156159,Japan Bank #1495
90391,213639,Savings Bank of Denver
90403,135070,China Bank #59
90467,114,Brazil Bank #49
90549,1165944,Switzerland Bank #0
90553,242503,China Bank #305
90719,48573,Germany Bank #1735
90776,150202,Japan Bank #142
90833,212982,Savings Bank of Los Angeles
90947,239632,China Bank #695
90953,19876,Italy Bank #231
91086,61464,India Bank #10
91142,63422,India Bank #91
91173,215305,Oak Thrift
91196,118669,National Bank of the South
91211,211096,France Bank #43
91213,1601,Savings Bank of Seattle
91319,214684,Dawn Trust Bank
91437,23608,National Bank of Indianapolis
91479,111026,Canada Bank #158
91602,136838,China Bank #110
91721,1180924,Israel Bank #80
91805,225015,Bank of the North
91819,43815,China Bank #193
91844,216618,Germany Bank #187
91845,1121710,Italy Bank #1490
92054,112944,Savings Bank of Newbury
92065,27667,Spain Bank #826
92162,15027,Savings Bank of Montpelier
92165,239603,Savings Bank of Providence
92167,14595,Italy Bank #65
92261,142327,Mexico Bank #38
92305,2098,Germany Bank #314
92319,43018,Savings Bank of the East
92332,210,Canada Bank #85
92361,78843,Russia Bank #186
92385,99883,UK Bank #136
92425,30935,First Bank of Miami
92466,128680,Italy Bank #1099
92507,263789,Bank of New York
92540,151469,Japan Bank #22
92619,17255,France Bank #937
92646,218478,Capital Community Bank
92695,111632,Golden Thrift
92768,39609,Sappo Cooperative Bank
92769,14997,Sappo Community Bank
92825,21617,France Bank #156
92903,1831,Bank of Fort Wayne
92973,220845,Savings Bank of Seattle
93136,43404,China Bank #732
93220,10995,Germany Bank #395
93264,112191,Italy Bank #334
93284,16628,France Bank #309
93313,266823,Arbor Trust Bank
93382,126765,Germany Bank #668
93451,211721,First Bank of Topeka
93463,147736,Japan Bank #84
93539,29877,China Bank #41
93695,114078,National Bank of Seattle
93841,14246,National Bank of Seattle
93965,29977,National Bank of New Orleans
94000,211755,Plateau Bank
94068,3761,First Bank of Portsmouth
94177,1108650,Canada Bank #94
94194,7141,Acme Trust Bank
94263,188334,Germany Bank #1435
94432,121027,Belgium Bank #418
94433,136708,China Bank #53
94530,150164,Japan Bank #137
94559,123000,Spain Bank #3388
94566,215275,First Bank of Springfield
94579,13717,Germany Bank #157
94609,17083,France Bank #104
94721,270221,Portugal Bank #1439
94751,23138,Germany Bank #167
94752,195577,UK Bank #55
94787,210600,Regents Savings Bank
94832,12882,Germany Bank #70
94978,125418,Savings Bank of Danbury
94997,11611,Spain Bank #377
95064,99479,UK Bank #146
95156,1100807,National Bank of Portsmouth
95195,192037,National Bank of Chicago
95199,17042,Lithuania Bank #57
95234,249485,Germany Bank #5786
95238,125414,Heath Savings Bank
95288,16295,Ireland Bank #498
95435,166145,National Bank of Cleveland
95466,182346,Israel Bank #79
95532,125597,Australia Bank #117
95553,167192,Oasis Credit Union
95554,2167125,Switzerland Bank #18
95586,2201992,Saudi Arabia Bank #23
95730,49283,Bank of the South
95835,27496,Germany Bank #180
95900,39447,China Bank #323
95927,19022,Acme Community Bank
96106,228817,Spain Bank #1421
96134,254115,Bank of Butte
96139,127396,National Bank of the West
96145,240380,Germany Bank #261
96206,123281,China Bank #245
96244,238125,First Bank of Lincoln
96280,22667,Spain Bank #255
96364,240913,Bank of Butte
96452,2109920,Canada Bank #106
96463,273752,Russia Bank #95
96608,13179,Italy Bank #327
96620,149352,Heath Community Bank
96769,212490,Dawn Credit Union
96875,19596,Bank of Philadelphia
96989,6697,Savings Bank of Milford
97011,259843,National Bank of Boston
97110,218,Switzerland Bank #22
97142,160298,India Bank #59
97174,147565,Mexico Bank #120
97311,35678,China Bank #109
97333,6109,First Bank of Plattsburg
97335,5784,Germany Bank #233
97356,97075,UK Bank #9
97367,215,Brazil Bank #44
97388,122120,Spain Bank #79
97389,10409,Brownstone Cooperative Bank
97420,2125527,Australia Bank #30
97453,255931,Sea Thrift
97510,116139,Sappo Bank
97538,38094,First Bank of Billings
97543,239767,Japan Bank #129
97570,253109,Japan Bank #158
97620,110146,Spain Bank #1517
97643,63576,Savings Bank of Los Angeles
97705,114730,Canada Bank #4
97707,23312,Dawn Community Bank
97716,6,UK Bank #32
97845,26999,Hilltop Savings Bank
97859,154838,Baltech Trust Bank
97952,247533,Germany Bank #1057
97994,231993,First Bank of Phoenix
98109,1189755,Israel Bank #169
98144,23299,Spain Bank #91
98162,216632,Germany Bank #409
98172,233482,Netherlands Bank #10
98253,262678,India Bank #123
98277,138848,China Bank #353
98306,48741,The Pine Bank
98315,246614,Italy Bank #2990
98384,5475,Greece Bank #29
98396,18398,Acme Savings Bank
98491,275107,Russia Bank #102
98529,254374,Japan Bank #208
98546,21794,Belgium Bank #16
98564,110749,National Bank of Plattsburg
98670,295233,UK Bank #73
98691,295764,UK Bank #54
98720,219686,France Bank #384
98739,24082,France Bank #232
98823,236256,China Bank #73
98854,294136,UK Bank #65
98941,7810,Heath Community Bank
99089,22257,Germany Bank #81
99164,1512,Spain Bank #536
99242,99677,UK Bank #144
99244,14759,Germany Bank #359
99246,51037,Italy Bank #122
99418,142661,Mexico Bank #82
99490,16030,Golden Trust Bank
99576,117909,China Bank #11
99710,232738,Greece Bank #69
99713,2149089,Mexico Bank #174
99739,139413,China Bank #289
99762,1125022,Australia Bank #87
99955,24407,National Bank of Watertown
99974,121811,France Bank #193
100078,24842,Bank of the South
100172,131750,France Bank #782
100231,19053,Spain Bank #1571
100292,14174,Slovakia Bank #1063
100371,25507,Dawn Federal Bank
100376,20451,Capital Community Bank
100544,256745,Lithuania Bank #926
100601,23383,Austria Bank #610
100643,129834,China Bank #111
100669,141636,China Bank #50
100674,214096,France Bank #682
100711,15398,Golden Bancorp
100943,28868,Savings Bank of Cleveland
101146,281653,Capital Thrift
101303,226734,Germany Bank #372
101319,37293,Capital Trust Bank
101323,1818,Savings Bank of Indianapolis
101382,98593,First Bank of the North
101398,74789,Russia Bank #37
101406,121,Israel Bank #35
101517,2126978,Australia Bank #85
101594,192597,UK Bank #48
101687,127476,Germany Bank #292
101698,227748,Italy Bank #1819
101791,44393,First Bank of Philadelphia
101844,259505,Plateau Cooperative Bank
101891,162394,Italy Bank #282
101975,72043,Russia Bank #75
101997,42527,France Bank #251
102026,10860,Germany Bank #430
102087,36395,Bank of Pittsburgh
102195,229885,China Bank #251
102368,4744,First Bank of Miami
102457,299336,UK Bank #91
102489,112010,Capital Thrift
102538,39779,First Bank of Indianapolis
102541,148335,National Bank of New Orleans
102664,3806,Germany Bank #415
102681,157491,First Bank of Montpelier
102880,25867,Spain Bank #143
102914,126794,First Bank of New Orleans
103153,120496,Fieldstone Federal Bank
103220,110283,Canada Bank #143
103237,247882,Savings Bank of Detroit
103282,28174,France Bank #115
103425,158019,Japan Bank #384
103661,30846,China Bank #229
103704,156271,Brazil Bank #11
103720,1442,Portugal Bank #100
103813,217081,Spain Bank #2598
103814,25222,First Bank of Fort Wayne
103888,231572,Savings Bank of Detroit
103898,952,Oak Cooperative Bank
103908,195600,UK Bank #142
103940,165957,India Bank #192
104017,250895,Japan Bank #90
104097,296574,Canada Bank #93
104103,128242,Sea Community Bank
104262,15017,Savings Bank of Fairfield
104288,143318,China Bank #36
104305,68533,Bank of Albany
104344,5763,National Bank of Bridgeport
104345,1201079,Saudi Arabia Bank #51
104376,140486,China Bank #282
104402,124809,Savings Bank of Butte
104486,122407,Oasis Community Bank
104659,213183,Italy Bank #2017
104664,229892,China Bank #132
104698,1922,Baltech Bancorp
104848,57778,Willows Cooperative Bank
105108,295532,UK Bank #150
105120,211753,Plateau Cooperative Bank
105157,132268,China Bank #83
105159,255849,Japan Bank #207
105201,212,Saudi Arabia Bank #14
105337,13293,France Bank #205
105448,2109886,Canada Bank #1
105455,167579,Switzerland Bank #63
105558,5,Japan Bank #174
105654,115489,Italy Bank #2333
105710,2182159,Israel Bank #51
105723,127219,Arbor Thrift
105846,265740,India Bank #114
105954,217119,France Bank #2574
106082,235304,China Bank #112
106144,159278,India Bank #87
106169,137768,Japan Bank #10
106311,25580,First Bank of Newbury
106391,1156334,Brazil Bank #37
106480,260802,India Bank #102
106578,234145,Greece Bank #4895
106679,2609,Latvia Bank #63
106693,44211,China Bank #167
106697,1115431,Canada Bank #81
106871,280232,Mountain Thrift
106888,2164803,Greece Bank #917
106947,211768,Willows Bank
107057,134597,China Bank #60
107087,8713,France Bank #85
107108,164860,Bank of Harrisburg
107114,1166137,Switzerland Bank #24
107339,45195,Flagstone Bank
107359,36696,Hilltop Thrift
107367,233506,China Bank #89
107403,2110183,Canada Bank #0
107430,294328,UK Bank #83
107469,249406,Japan Bank #101
107564,1127,Mexico Bank #18
107581,39566,Savings Bank of Columbus
107633,160902,India Bank #142
107649,28780,Spain Bank #2667
107662,237491,First Bank of Portsmouth
107664,10542,National Bank of Tampa
107709,264256,First Bank of Indianapolis
107726,16098,Germany Bank #102
107764,7998,National Bank of Portsmouth
107833,2188102,Israel Bank #135
107879,52481,Japan Bank #143
107970,111077,Savings Bank of Montpelier
107992,21732,Spain Bank #977
108177,24520,Portugal Bank #537
108192,243787,First Bank of Boston
108256,68053,India Bank #31
108272,132031,National Bank of Omaha
108312,1126158,Australia Bank #93
108340,125344,First Bank of Newport
108354,146640,China Bank #283
108426,27495,Italy Bank #525
108433,1125334,Australia Bank #63
108488,140160,Desert Thrift
108532,2101499,Spain Bank #226
108539,26206,France Bank #358
108543,27107,Ireland Bank #80
108643,225000,Savings Bank of Montpelier
108711,18453,Baltech Bank
108761,72709,Savings Bank of Philadelphia
108907,8483,Regents Savings Bank
108940,24458,France Bank #148
109032,22693,Sunrise Thrift
109091,2113687,Canada Bank #136
109141,9028,Bank of Madison
109174,150617,Spain Bank #1923
109177,224393,National Bank of Bridgeport
109198,15598,Savings Bank of Phoenix
109257,18104,Savings Bank of Indianapolis
109325,1139586,Australia Bank #204
109386,223111,City National Federal Bank
109487,217286,France Bank #2652
109622,260180,Germany Bank #4006
109639,179926,Russia Bank #239
109688,12866,Spain Bank #354
109689,26890,France Bank #3806
109794,79173,Russia Bank #197
109815,148175,National Bank of Lacrosse
109886,152621,Japan Bank #145
109892,36682,Italy Bank #3318
109952,215185,Germany Bank #147
110120,25932,Acme Credit Union
110143,226788,France Bank #206
110204,160125,India Bank #40
110246,18283,Italy Bank #77
110277,220785,Fieldstone Thrift
110310,1192622,Israel Bank #47
110351,173426,Netherlands Bank #1065
110354,232666,Germany Bank #3557
110393,28204,Germany Bank #18
110605,254080,Willows Bancorp
110626,241963,Future Credit Union
110649,18934,Bank of Huron
110702,234311,Netherlands Bank #1051
110844,283965,Plandor Thrift
110921,38679,Bank of Providence
110986,269946,Bank of Billings
111076,15096,France Bank #374
111128,16811,First Bank of Plattsburg
111253,25954,Finland Bank #3765
111307,239559,Japan Bank #124
111326,1924,Baltech Community Bank
111345,37220,China Bank #118
111618,120571,Savings Bank of the Valley
111626,15327,Bank of Lacrosse
111641,17976,First Bank of Sacramento
111682,219086,Savings Bank of Phoenix
111698,5991,First Bank of Pittsburgh
111799,22271,Germany Bank #78
111881,14420,Germany Bank #47
112037,108575,Canada Bank #3
112120,1141540,Mexico Bank #24
112157,116754,China Bank #106
112176,198627,UK Bank #23
112191,242511,China Bank #301
112198,25333,Future Bancorp
112323,168075,City National Bancorp
112400,213868,Bank of Newport
112454,161430,Bank of Albany
112476,260674,India Bank #22
112569,149403,Germany Bank #596
112592,1141320,Mexico Bank #0
112655,1200829,Saudi Arabia Bank #18
112695,112599,National Bank of Tuscon
112941,13664,Germany Bank #514
113038,33044,Spain Bank #1076
113267,27656,Germany Bank #1626
113382,2167325,Switzerland Bank #45
113412,246851,Bank of Omaha
113446,1226,Portugal Bank #19
113581,216,Israel Bank #43
113597,221780,Germany Bank #3184
113629,16327,Bank of Billings
113637,156687,Brazil Bank #77
113653,74361,Russia Bank #136
113833,166299,National Bank of Plattsburg
113947,146743,First Bank of Cleveland
114088,96471,UK Bank #43
114110,235362,Italy Bank #312
114365,116290,Germany Bank #2428
114453,1827,Belgium Bank #88
114514,35634,China Bank #240
114546,135325,First Bank of Chicago
