date_key,payment_currency_key,payment_format_key,transaction_count,laundering_count,laundering_rate_percent,total_amount_paid
20220907,4,7,3884,0,0.000000,5504201445.49000000
20220907,5,2,2408,0,0.000000,368931595.82000000
20220907,5,3,7655,100,1.306336,4702979943.63000000
20220907,5,4,26316,5,0.019000,4081252610.80000000
20220907,5,6,18742,2,0.010671,42826437.17000000
20220907,5,7,6805,1,0.014695,1420733868.56000000
20220907,6,2,27287,0,0.000000,4799232381.06000000
20220907,6,3,93213,775,0.831429,66582754765.21000000
20220907,6,4,297225,54,0.018168,62810287285.93000000
20220907,6,5,10,0,0.000000,4472.58000000
20220907,6,6,212946,27,0.012679,641442241.10000000
20220907,6,7,77008,12,0.015583,21963377681.34000000
20220907,7,2,1993,0,0.000000,150194509005.78000000
20220907,7,3,6158,59,0.958103,493768564482.21000000
20220907,7,4,21934,3,0.013677,1236240814917.24000000
20220907,7,6,15810,3,0.018975,11759293719.05000000
20220907,7,7,5668,0,0.000000,277022458820.90000000
20220907,8,2,17034,0,0.000000,2738232291.10000000
20220907,8,3,54995,499,0.907355,23858116694.80000000
20220907,8,4,186792,42,0.022485,28834119942.32000000
20220907,8,5,4,0,0.000000,300.53000000
20220907,8,6,135025,32,0.023699,345132373.77000000
20220907,8,7,48294,7,0.014495,10291844905.99000000
20220907,9,2,1,0,0.000000,0.00131400
20220907,9,3,8,0,0.000000,0.01380300
20220907,9,5,42926,14,0.032614,517574.82617900
20220907,10,2,2221,0,0.000000,673876812.90000000
20220907,10,3,5924,34,0.573937,2846636238.69000000
20220907,10,4,24132,2,0.008288,7613428522.22000000
20220907,10,5,1,0,0.000000,2008.86000000
20220907,10,6,17243,4,0.023198,74535313.17000000
20220907,10,7,6259,0,0.000000,2249108387.49000000
20220907,11,2,1974,0,0.000000,5352172317.15000000
20220907,11,3,5634,15,0.266241,38337938571.33000000
20220907,11,4,22004,5,0.022723,95230727839.42000000
20220907,11,6,15660,1,0.006386,1294906925.17000000
20220907,11,7,5677,1,0.017615,34368794789.69000000
20220907,12,2,3341,0,0.000000,3215106834.32000000
20220907,12,3,9428,32,0.339415,31496222558.78000000
20220907,12,4,36974,12,0.032455,28650765740.64000000
20220907,12,5,1,0,0.000000,300.00000000
20220907,12,6,26129,2,0.007654,275757791.15000000
20220907,12,7,9612,2,0.020807,10453285249.64000000
20220907,13,2,1533,0,0.000000,1019555575.95000000
20220907,13,3,4001,16,0.399900,54311414041.16000000
20220907,13,4,16462,1,0.006075,17238547027.56000000
20220907,13,6,11714,5,0.042684,212615733.94000000
20220907,13,7,4364,2,0.045830,7311098900.77000000
20220907,14,2,2012,0,0.000000,446300835.97000000
20220907,14,3,5595,12,0.214477,1537881205.79000000
20220907,14,4,22110,8,0.036183,3761043480.23000000
20220907,14,5,1,0,0.000000,8585.60000000
20220907,14,6,15582,3,0.019253,42945091.70000000
20220907,14,7,5739,1,0.017425,1316977751.79000000
20220907,15,2,1746,0,0.000000,33112704000.60000000
20220907,15,3,5156,44,0.853375,91935935447.07000000
20220907,15,4,19195,3,0.015629,464210775581.15000000
20220907,15,5,1,0,0.000000,25785266.20000000
20220907,15,6,13611,4,0.029388,6518761377.75000000
20220907,15,7,5002,1,0.019992,100602039689.94000000
20220908,1,2,5330,0,0.000000,6819803312.74000000
20220908,1,3,19868,138,0.694584,47218273542.47000000
20220908,1,4,58742,11,0.018726,86984354391.88000000
20220908,1,5,1,0,0.000000,8285415.23000000
20220908,1,6,42071,4,0.009508,949850042.71000000
20220908,1,7,15031,6,0.039918,28312094892.42000000
20220908,2,2,2619,0,0.000000,453822134.04000000
20220908,2,3,7628,30,0.393288,7345281511.01000000
20220908,2,4,27987,4,0.014292,6907545878.66000000
20220908,2,5,2,0,0.000000,179.54000000
20220908,2,6,20094,2,0.009953,79071595.52000000
20220908,2,7,7092,3,0.042301,2520354568.52000000
20220908,3,2,2362,0,0.000000,46202010258.28000000
20220908,3,3,6372,67,1.051475,137531663869.54000000
20220908,3,4,25425,3,0.011799,833143222538.88000000
20220908,3,6,18048,1,0.005541,9087187554.50000000
20220908,3,7,6476,2,0.030883,653322247872.20000000
20220908,4,2,1295,0,0.000000,1159370054.23000000
20220908,4,3,3794,10,0.263574,3235666391.97000000
20220908,4,4,14792,3,0.020281,10689345592.10000000
20220908,4,5,1,0,0.000000,715.92000000
20220908,4,6,10586,3,0.028339,127651855.01000000
20220908,4,7,3884,1,0.025747,5504201445.49000000
20220908,5,2,2407,0,0.000000,368931595.83000000
20220908,5,3,7608,95,1.248686,3551695594.37000000
20220908,5,4,26323,6,0.022794,4080999495.72000000
20220908,5,6,18736,1,0.005337,42823305.31000000
20220908,5,7,6805,1,0.014695,1420733868.56000000
20220908,6,2,27285,0,0.000000,4799225972.41000000
20220908,6,3,92433,753,0.814644,63190660576.21000000
20220908,6,4,297244,43,0.014466,58607620763.39000000
20220908,6,5,10,0,0.000000,4472.58000000
20220908,6,6,212966,40,0.018782,640806445.00000000
20220908,6,7,77006,21,0.027271,21963335310.36000000
20220908,7,2,1992,0,0.000000,150194509003.53000000
20220908,7,3,6298,65,1.032074,477634832151.88000000
20220908,7,4,21939,4,0.018232,1236457775230.14000000
20220908,7,6,15806,1,0.006327,11762536874.08000000
20220908,7,7,5668,1,0.017643,277022458820.90000000
20220908,8,2,17036,0,0.000000,2738232295.71000000
20220908,8,3,54497,545,1.000055,22060478849.53000000
20220908,8,4,186831,42,0.022480,28350378853.52000000
20220908,8,5,4,0,0.000000,300.53000000
20220908,8,6,135055,21,0.015549,345263284.93000000
20220908,8,7,48294,15,0.031060,10291844905.99000000
20220908,9,2,1,0,0.000000,0.00559800
20220908,9,3,14,0,0.000000,0.92468400
20220908,9,5,43049,12,0.027875,8412901.74190000
20220908,10,2,2221,0,0.000000,673876812.90000000
20220908,10,3,5870,35,0.596252,4481258007.51000000
20220908,10,4,24153,6,0.024842,11453170122.56000000
20220908,10,5,1,0,0.000000,2008.86000000
20220908,10,6,17228,4,0.023218,74519880.74000000
20220908,10,7,6259,3,0.047931,2249108387.49000000
20220908,11,2,1974,0,0.000000,5352172317.15000000
20220908,11,3,5424,17,0.313422,46316108164.98000000
20220908,11,4,22007,7,0.031808,95238783730.10000000
20220908,11,6,15653,3,0.019166,1295439882.78000000
20220908,11,7,5677,2,0.035230,34368794789.69000000
20220908,12,2,3342,0,0.000000,3215106834.41000000
20220908,12,3,9462,32,0.338195,21407454253.39000000
20220908,12,4,36966,3,0.008116,28659462058.31000000
20220908,12,5,1,0,0.000000,300.00000000
20220908,12,6,26126,1,0.003828,275781264.82000000
20220908,12,7,9612,1,0.010404,10453285249.64000000
20220908,13,2,1533,0,0.000000,1019555575.95000000
20220908,13,3,3860,8,0.207254,7351998904.24000000
20220908,13,4,16460,2,0.012151,17238112043.72000000
20220908,13,6,11707,3,0.025626,212621353.60000000
20220908,13,7,4364,1,0.022915,7311098900.77000000
20220908,14,2,2012,0,0.000000,446300835.97000000
20220908,14,3,5468,14,0.256035,779286100.71000000
20220908,14,4,22115,7,0.031653,3757775911.06000000
20220908,14,5,1,0,0.000000,8585.60000000
20220908,14,6,15580,2,0.012837,42962060.92000000
20220908,14,7,5739,1,0.017425,1316977751.79000000
20220908,15,2,1746,0,0.000000,33112704000.60000000
20220908,15,3,5452,41,0.752018,86610617292.78000000
20220908,15,4,19181,2,0.010427,464172853658.35000000
20220908,15,5,1,0,0.000000,25785266.20000000
20220908,15,6,13606,3,0.022049,6517409155.76000000
20220908,15,7,5002,2,0.039984,100602039689.94000000
20220909,1,2,6641,0,0.000000,15623832043.14000000
20220909,1,3,29238,154,0.526712,58778758241.25000000
20220909,1,4,79714,13,0.016308,202069634180.75000000
20220909,1,5,1,0,0.000000,8285415.23000000
20220909,1,6,55588,1,0.001799,1353938842.95000000
20220909,1,7,20917,6,0.028685,47485079290.89000000
20220909,2,2,3311,0,0.000000,1277462832.34000000
20220909,2,3,11465,28,0.244222,6433216651.32000000
20220909,2,4,37812,7,0.018513,15758143119.66000000
20220909,2,5,3,0,0.000000,238.59000000
20220909,2,6,26376,6,0.022748,113749213.44000000
20220909,2,7,9902,2,0.020198,5035251313.22000000
20220909,3,2,2965,0,0.000000,84474387941.15000000
20220909,3,3,10109,73,0.722129,314976419653.59000000
20220909,3,4,34248,7,0.020439,1350508488788.35000000
20220909,3,5,1,0,0.000000,5672928.24000000
20220909,3,6,23665,1,0.004226,13495154622.52000000
20220909,3,7,9036,3,0.033201,977547674030.94000000
20220909,4,2,1642,0,0.000000,1520131378.21000000
20220909,4,3,5701,6,0.105245,6759019447.72000000
20220909,4,4,19887,2,0.010057,22348317297.11000000
20220909,4,5,1,0,0.000000,715.92000000
20220909,4,6,13798,2,0.014495,179573424.39000000
20220909,4,7,5333,1,0.018751,8824959645.00000000
20220909,5,2,2999,0,0.000000,702032465.77000000
20220909,5,3,11521,97,0.841941,2214497737.34000000
20220909,5,4,35348,7,0.019803,6947868729.74000000
20220909,5,5,1,0,0.000000,46870.86000000
20220909,5,6,24422,7,0.028663,61259097.25000000
20220909,5,7,9441,1,0.010592,2646399062.38000000
20220909,6,2,34240,0,0.000000,9298559472.68000000
20220909,6,3,138756,762,0.549165,213805015558.05000000
20220909,6,4,401554,62,0.015440,208787903921.05000000
20220909,6,5,12,0,0.000000,38175.93000000
20220909,6,6,279451,36,0.012882,912340138.78000000
20220909,6,7,106542,21,0.019711,45852064507.25000000
20220909,7,2,2531,0,0.000000,188958950224.25000000
20220909,7,3,9627,65,0.675184,818462441308.42000000
20220909,7,4,29573,7,0.023670,2197234813962.09000000
20220909,7,5,1,0,0.000000,18427132.51000000
20220909,7,6,20667,5,0.024193,18046711419.39000000
20220909,7,7,7840,3,0.038265,453229318047.84000000
20220909,8,2,21373,0,0.000000,5186114165.45000000
20220909,8,3,83166,505,0.607219,21692969530.01000000
20220909,8,4,252418,49,0.019412,58682429594.20000000
20220909,8,5,5,0,0.000000,427.24000000
20220909,8,6,176927,25,0.014130,493620664.39000000
20220909,8,7,67015,10,0.014922,22282216569.43000000
20220909,9,2,3,0,0.000000,0.00458500
20220909,9,3,13,0,0.000000,1.60956800
20220909,9,5,54287,14,0.025789,1309005.02542000
20220909,10,2,2793,0,0.000000,1361741990.44000000
20220909,10,3,9317,38,0.407857,6030825027.90000000
20220909,10,4,32259,10,0.030999,18061409423.28000000
20220909,10,5,1,0,0.000000,2008.86000000
20220909,10,6,22554,4,0.017735,106294177.90000000
20220909,10,7,8631,1,0.011586,4874653925.26000000
20220909,11,2,2479,0,0.000000,19305897753.65000000
20220909,11,3,8860,12,0.135440,61019375101.17000000
20220909,11,4,29600,5,0.016892,162510203757.45000000
20220909,11,6,20418,3,0.014693,1865819430.12000000
20220909,11,7,7767,1,0.012875,58842675397.17000000
20220909,12,2,4201,0,0.000000,7222588900.71000000
20220909,12,3,14620,44,0.300958,26165302196.74000000
20220909,12,4,49899,6,0.012024,54178833360.51000000
20220909,12,5,2,0,0.000000,64698.12000000
20220909,12,6,34392,2,0.005815,393416194.47000000
20220909,12,7,13238,1,0.007554,21456898710.72000000
20220909,13,2,1929,0,0.000000,2345259123.17000000
20220909,13,3,6405,8,0.124902,8589207713.62000000
20220909,13,4,22352,1,0.004474,44369121270.50000000
20220909,13,6,15395,1,0.006496,302397810.89000000
20220909,13,7,6046,2,0.033080,13432115770.87000000
20220909,14,2,2512,0,0.000000,680872126.23000000
20220909,14,3,9084,11,0.121092,4230551525.29000000
20220909,14,4,29839,4,0.013405,8533255265.56000000
20220909,14,5,1,0,0.000000,8585.60000000
20220909,14,6,20460,3,0.014663,61807183.34000000
20220909,14,7,7964,4,0.050226,2926582694.71000000
20220909,15,2,2231,0,0.000000,48528436871.35000000
20220909,15,3,8326,37,0.444391,331699365342.86000000
20220909,15,4,25665,8,0.031171,951094825830.26000000
20220909,15,5,1,0,0.000000,25785266.20000000
20220909,15,6,17797,3,0.016857,9357295373.36000000
20220909,15,7,6879,2,0.029074,357867929665.80000000
20220910,1,2,2117,0,0.000000,2444771231.28000000
20220910,1,3,9910,147,1.483350,74503728689.72000000
20220910,1,4,23393,7,0.029923,85625800815.93000000
20220910,1,5,1,0,0.000000,8285415.23000000
20220910,1,6,19312,2,0.010356,345685167.24000000
20220910,1,7,5951,1,0.016804,9373659530.76000000
20220910,2,2,1056,0,0.000000,142754818.37000000
20220910,2,3,3757,22,0.585574,16064143944.86000000
20220910,2,4,11360,2,0.017606,2665535946.91000000
20220910,2,5,1,0,0.000000,164.55000000
20220910,2,6,9293,1,0.010761,29663760.13000000
20220910,2,7,2858,0,0.000000,667941256.93000000
20220910,3,2,929,0,0.000000,11256802860.78000000
20220910,3,3,3476,67,1.927503,75091296292.54000000
20220910,3,4,10312,2,0.019395,351128783253.58000000
20220910,3,6,8336,2,0.023992,3073759582.59000000
20220910,3,7,2610,1,0.038314,264142599411.09000000
20220910,4,2,514,0,0.000000,279260909.67000000
20220910,4,3,1741,14,0.804136,1474707266.95000000
20220910,4,4,5926,0,0.000000,2542914666.47000000
20220910,4,5,1,0,0.000000,715.92000000
20220910,4,6,4883,0,0.000000,45579001.88000000
20220910,4,7,1525,1,0.065574,1035027066.24000000
20220910,5,2,948,0,0.000000,104322563.83000000
20220910,5,3,3887,105,2.701312,1115981423.42000000
20220910,5,4,10499,1,0.009525,1238269339.08000000
20220910,5,6,8556,0,0.000000,15797826.71000000
20220910,5,7,2736,0,0.000000,585320177.26000000
20220910,6,2,10608,0,0.000000,1466788257.40000000
20220910,6,3,46850,807,1.722519,40711294160.16000000
20220910,6,4,119001,24,0.020168,28384661175.64000000
20220910,6,5,2,0,0.000000,646.16000000
20220910,6,6,97771,22,0.022502,235004156.92000000
20220910,6,7,30257,5,0.016525,7866247646.17000000
20220910,7,2,761,0,0.000000,34122883365.95000000
20220910,7,3,3437,62,1.803899,76234281009.08000000
20220910,7,4,8745,2,0.022870,437721597482.44000000
20220910,7,6,7405,0,0.000000,5091734858.78000000
20220910,7,7,2233,0,0.000000,75530072970.22000000
20220910,8,2,6644,0,0.000000,888801482.39000000
20220910,8,3,28194,558,1.979144,36174616846.01000000
20220910,8,4,74700,17,0.022758,8925784731.94000000
20220910,8,5,2,0,0.000000,291.30000000
20220910,8,6,62258,6,0.009637,127048640.05000000
20220910,8,7,19031,5,0.026273,3157692919.44000000
20220910,9,2,2,0,0.000000,0.01472800
20220910,9,3,7,0,0.000000,0.03185200
20220910,9,5,18036,9,0.049900,135094.87223500
20220910,10,2,852,0,0.000000,177653659.52000000
20220910,10,3,3286,40,1.217285,3268280524.83000000
20220910,10,4,9631,0,0.000000,2704002326.14000000
20220910,10,6,7832,1,0.012768,27234897.43000000
20220910,10,7,2474,0,0.000000,811834713.93000000
20220910,11,2,760,0,0.000000,1962379315.82000000
20220910,11,3,2789,5,0.179276,13111205415.75000000
20220910,11,4,8789,0,0.000000,29240615872.55000000
20220910,11,6,7163,2,0.027921,491591278.73000000
20220910,11,7,2222,0,0.000000,13009103970.47000000
20220910,12,2,1280,0,0.000000,1037543887.81000000
20220910,12,3,5373,41,0.763075,4050195557.62000000
20220910,12,4,14709,2,0.013597,7565636220.94000000
20220910,12,5,1,0,0.000000,300.00000000
20220910,12,6,11857,2,0.016868,100409754.71000000
20220910,12,7,3775,0,0.000000,3053597549.04000000
20220910,13,2,600,0,0.000000,290849051.35000000
20220910,13,3,2009,14,0.696864,1831870053.79000000
20220910,13,4,6574,5,0.076057,4944316259.71000000
20220910,13,6,5379,1,0.018591,77542056.21000000
20220910,13,7,1661,2,0.120409,2064951018.08000000
20220910,14,2,811,0,0.000000,76802161.83000000
20220910,14,3,2915,15,0.514580,824780624.58000000
20220910,14,4,8903,2,0.022464,1001249714.66000000
20220910,14,6,7115,3,0.042164,16145980.80000000
20220910,14,7,2248,0,0.000000,488237417.49000000
20220910,15,2,714,0,0.000000,10237680215.67000000
20220910,15,3,2614,51,1.951033,19835418321.16000000
20220910,15,4,7572,2,0.026413,188433298031.95000000
20220910,15,6,6161,1,0.016231,2719243145.72000000
20220910,15,7,1973,0,0.000000,28317829412.96000000
20220911,1,2,2120,0,0.000000,2444771226.00000000
20220911,1,3,9436,130,1.377702,29790980109.64000000
20220911,1,4,23388,3,0.012827,24319167991.46000000
20220911,1,5,1,0,0.000000,8285415.23000000
20220911,1,6,19318,5,0.025883,345857479.23000000
20220911,1,7,5951,0,0.000000,9373659530.76000000
20220911,2,2,1054,0,0.000000,142754817.82000000
20220911,2,3,3620,31,0.856354,9084844305.46000000
20220911,2,4,11357,4,0.035221,2660274155.72000000
20220911,2,5,1,0,0.000000,164.55000000
20220911,2,6,9281,1,0.010775,29654728.03000000
20220911,2,7,2858,1,0.034990,667941256.93000000
20220911,3,2,929,0,0.000000,11256802860.78000000
20220911,3,3,3042,86,2.827087,133400862725.37000000
20220911,3,4,10319,0,0.000000,351149919028.43000000
20220911,3,6,8344,2,0.023969,3067864609.25000000
20220911,3,7,2610,1,0.038314,264142599411.09000000
20220911,4,2,514,0,0.000000,279260909.67000000
20220911,4,3,1795,11,0.612813,817034906.19000000
20220911,4,4,5932,1,0.016858,14179896128.73000000
20220911,4,5,1,0,0.000000,715.92000000
20220911,4,6,4880,0,0.000000,45589290.79000000
20220911,4,7,1525,0,0.000000,1035027066.24000000
20220911,5,2,948,0,0.000000,104322563.86000000
20220911,5,3,3946,115,2.914344,764129440.85000000
20220911,5,4,10487,2,0.019071,1238277726.49000000
20220911,5,6,8559,2,0.023367,15807057.90000000
20220911,5,7,2736,1,0.036550,585320177.26000000
20220911,6,2,10596,0,0.000000,1466786333.02000000
20220911,6,3,47417,794,1.674505,51401288333.33000000
20220911,6,4,119022,24,0.020164,19405472042.97000000
20220911,6,5,2,0,0.000000,646.16000000
20220911,6,6,97755,8,0.008184,235151577.09000000
20220911,6,7,30257,6,0.019830,7866252986.11000000
20220911,7,2,761,0,0.000000,34122883365.95000000
20220911,7,3,2986,45,1.507033,348663486045.29000000
20220911,7,4,8748,0,0.000000,438084631279.52000000
20220911,7,6,7421,1,0.013475,5090303278.21000000
20220911,7,7,2233,1,0.044783,75530072970.22000000
20220911,8,2,6646,0,0.000000,888801481.20000000
20220911,8,3,28039,492,1.754699,10318740313.45000000
20220911,8,4,74702,15,0.020080,8678325072.03000000
20220911,8,5,2,0,0.000000,291.30000000
20220911,8,6,62254,3,0.004819,127104681.37000000
20220911,8,7,19031,3,0.015764,3157692919.44000000
20220911,9,2,3,0,0.000000,0.00527000
20220911,9,3,11,0,0.000000,0.07054600
20220911,9,5,18403,16,0.086942,134288.11716200
20220911,10,2,852,0,0.000000,177653659.52000000
20220911,10,3,3027,29,0.958044,740996018.87000000
20220911,10,4,9626,3,0.031166,4887878384.86000000
20220911,10,6,7824,3,0.038344,27233910.36000000
20220911,10,7,2474,0,0.000000,811834713.93000000
20220911,11,2,760,0,0.000000,1962379315.82000000
20220911,11,3,2851,13,0.455980,28329696805.42000000
20220911,11,4,8800,1,0.011364,28995450351.17000000
20220911,11,6,7158,2,0.027941,491830268.09000000
20220911,11,7,2222,0,0.000000,13009103970.47000000
20220911,12,2,1280,0,0.000000,1037543887.81000000
20220911,12,3,4529,28,0.618238,24264424921.66000000
20220911,12,4,14701,2,0.013605,7567156952.38000000
20220911,12,5,1,0,0.000000,300.00000000
20220911,12,6,11858,1,0.008433,100322031.53000000
20220911,12,7,3775,1,0.026490,3053597549.04000000
20220911,13,2,600,0,0.000000,290849051.35000000
20220911,13,3,1976,8,0.404858,2796065902.17000000
20220911,13,4,6570,1,0.015221,4943839276.06000000
20220911,13,6,5383,2,0.037154,77563207.76000000
20220911,13,7,1661,0,0.000000,2064951018.08000000
20220911,14,2,811,0,0.000000,76802161.83000000
20220911,14,3,2859,12,0.419727,654533580.45000000
20220911,14,4,8924,2,0.022411,1004998482.15000000
20220911,14,6,7129,0,0.000000,16142949.63000000
20220911,14,7,2248,0,0.000000,488237417.49000000
20220911,15,2,714,0,0.000000,10237680215.67000000
20220911,15,3,2591,51,1.968352,194440319138.60000000
20220911,15,4,7566,1,0.013217,188420708976.47000000
20220911,15,6,6159,1,0.016236,2725208015.28000000
20220911,15,7,1973,1,0.050684,28317829412.96000000
20220912,1,2,5323,0,0.000000,6819803299.77000000
20220912,1,3,19751,123,0.622753,37579262315.31000000
20220912,1,4,58739,10,0.017024,86960949219.42000000
20220912,1,5,1,0,0.000000,8285415.23000000
20220912,1,6,42057,6,0.014266,949639298.14000000
20220912,1,7,15031,2,0.013306,28312094892.42000000
20220912,2,2,2619,0,0.000000,453822134.04000000
20220912,2,3,7478,36,0.481412,1681587835.67000000
20220912,2,4,27982,10,0.035737,6930420682.63000000
20220912,2,5,2,0,0.000000,179.54000000
20220912,2,6,20105,1,0.004974,79064641.23000000
20220912,2,7,7092,0,0.000000,2520354568.52000000
20220912,3,2,2362,0,0.000000,46202010258.28000000
20220912,3,3,6499,97,1.492537,165652143303.09000000
20220912,3,4,25428,4,0.015731,833139004459.75000000
20220912,3,6,18042,3,0.016628,9085290188.98000000
20220912,3,7,6475,0,0.000000,653321904254.80000000
20220912,4,2,1295,0,0.000000,1159370054.23000000
20220912,4,3,3920,12,0.306122,5431730642.21000000
20220912,4,4,14781,3,0.020296,9792765751.51000000
20220912,4,5,1,0,0.000000,715.92000000
20220912,4,6,10588,4,0.037779,127611072.19000000
20220912,4,7,3884,0,0.000000,5504201445.49000000
20220912,5,2,2410,0,0.000000,368931596.04000000
20220912,5,3,7534,104,1.380409,2073297485.95000000
20220912,5,4,26311,3,0.011402,4082120867.63000000
20220912,5,6,18742,5,0.026678,42857043.35000000
20220912,5,7,6803,1,0.014699,1420733035.15000000
20220912,6,2,27296,0,0.000000,4799226941.13000000
20220912,6,3,91812,761,0.828868,69455409181.22000000
20220912,6,4,297281,62,0.020856,58627551821.27000000
20220912,6,5,10,0,0.000000,4472.58000000
20220912,6,6,212944,35,0.016436,640799299.86000000
20220912,6,7,77006,15,0.019479,21963340650.30000000
20220912,7,2,1993,0,0.000000,150194509043.69000000
20220912,7,3,6186,51,0.824442,570488046574.13000000
20220912,7,4,21929,3,0.013681,1236232423435.32000000
20220912,7,6,15811,5,0.031624,11760168050.53000000
20220912,7,7,5668,2,0.035286,277022458820.90000000
20220912,8,2,17039,0,0.000000,2738232337.07000000
20220912,8,3,55260,540,0.977199,26945889574.20000000
20220912,8,4,186914,36,0.019260,28974540799.14000000
20220912,8,5,4,0,0.000000,300.53000000
20220912,8,6,135053,15,0.011107,345178244.41000000
20220912,8,7,48293,7,0.014495,10291829927.23000000
20220912,9,2,4,0,0.000000,0.02567400
20220912,9,3,7,0,0.000000,0.02219100
20220912,9,5,42711,14,0.032778,451729.45508000
20220912,10,2,2221,0,0.000000,673876812.90000000
20220912,10,3,5870,32,0.545145,1808749411.33000000
20220912,10,4,24154,6,0.024841,7686588368.63000000
20220912,10,5,1,0,0.000000,2008.86000000
20220912,10,6,17218,6,0.034847,74517632.93000000
20220912,10,7,6259,2,0.031954,2249108387.49000000
20220912,11,2,1974,0,0.000000,5352172317.15000000
20220912,11,3,5813,16,0.275245,26663404445.96000000
20220912,11,4,22011,4,0.018173,95233499196.82000000
20220912,11,6,15639,2,0.012789,1295477826.36000000
20220912,11,7,5677,2,0.035230,34368794789.69000000
20220912,12,2,3343,0,0.000000,3215106834.46000000
20220912,12,3,9165,31,0.338243,23068834987.11000000
20220912,12,4,36966,10,0.027052,28648159095.85000000
20220912,12,5,1,0,0.000000,300.00000000
20220912,12,6,26132,6,0.022960,275795328.65000000
20220912,12,7,9611,0,0.000000,10452514585.71000000
20220912,13,2,1533,0,0.000000,1019555575.95000000
20220912,13,3,4002,12,0.299850,3760782552.90000000
20220912,13,4,16479,3,0.018205,17240393908.38000000
20220912,13,6,11718,1,0.008534,212569665.15000000
20220912,13,7,4364,0,0.000000,7311098900.77000000
20220912,14,2,2012,0,0.000000,446300835.97000000
20220912,14,3,5509,15,0.272282,2797726712.76000000
20220912,14,4,22103,2,0.009049,3756393744.87000000
20220912,14,5,1,0,0.000000,8585.60000000
20220912,14,6,15588,1,0.006415,42942671.06000000
20220912,14,7,5738,2,0.034855,1316977469.53000000
20220912,15,2,1746,0,0.000000,33112704000.60000000
20220912,15,3,5114,50,0.977708,317461132345.74000000
20220912,15,4,19186,3,0.015636,464165844360.64000000
20220912,15,5,1,0,0.000000,25785266.20000000
20220912,15,6,13613,2,0.014692,6517495176.77000000
20220912,15,7,5002,1,0.019992,100602039689.94000000
20220913,1,2,5328,0,0.000000,6819803313.29000000
20220913,1,3,19467,156,0.801356,74049079064.21000000
20220913,1,4,58727,8,0.013622,86898527356.24000000
20220913,1,5,1,0,0.000000,8285415.23000000
20220913,1,6,42072,4,0.009508,949691547.56000000
20220913,1,7,15031,4,0.026612,28312094892.42000000
20220913,2,2,2620,0,0.000000,453822134.21000000
20220913,2,3,7027,33,0.469617,3819490090.39000000
20220913,2,4,27992,7,0.025007,6903867473.14000000
20220913,2,5,2,0,0.000000,179.54000000
20220913,2,6,20102,7,0.034822,79057536.90000000
20220913,2,7,7092,0,0.000000,2520354568.52000000
20220913,3,2,2362,0,0.000000,46202010258.28000000
20220913,3,3,6439,95,1.475384,285468792790.10000000
20220913,3,4,25418,6,0.023605,833553612864.14000000
20220913,3,6,18033,2,0.011091,9086996172.47000000
20220913,3,7,6474,3,0.046339,653321803569.80000000
20220913,4,2,1295,0,0.000000,1159370054.23000000
20220913,4,3,3495,11,0.314735,3082711773.40000000
20220913,4,4,14774,2,0.013537,9791755699.69000000
20220913,4,5,1,0,0.000000,715.92000000
20220913,4,6,10584,0,0.000000,127529915.64000000
20220913,4,7,3884,0,0.000000,5504201445.49000000
20220913,5,2,2407,0,0.000000,368931595.82000000
20220913,5,3,7327,101,1.378463,1632556813.52000000
20220913,5,4,26314,5,0.019001,4080728885.16000000
20220913,5,6,18752,4,0.021331,42814922.81000000
20220913,5,7,6803,2,0.029399,1420733035.15000000
20220913,6,2,27296,0,0.000000,4799228407.28000000
20220913,6,3,92042,826,0.897416,73421039651.92000000
20220913,6,4,297255,52,0.017493,59398370411.28000000
20220913,6,5,10,0,0.000000,4472.58000000
20220913,6,6,212969,30,0.014087,640716151.11000000
20220913,6,7,77005,18,0.023375,21963323414.38000000
20220913,7,2,1993,0,0.000000,150194509005.28000000
20220913,7,3,6263,57,0.910107,568754916215.16000000
20220913,7,4,21928,6,0.027362,1236226948537.83000000
20220913,7,6,15818,1,0.006322,11758851648.20000000
20220913,7,7,5668,1,0.017643,277022458820.90000000
20220913,8,2,17034,0,0.000000,2738232311.01000000
20220913,8,3,54463,516,0.947432,23457766902.25000000
20220913,8,4,186831,38,0.020339,28256629840.23000000
20220913,8,5,4,0,0.000000,300.53000000
20220913,8,6,135030,21,0.015552,345103515.76000000
20220913,8,7,48293,10,0.020707,10291829927.23000000
20220913,9,2,2,0,0.000000,0.02216500
20220913,9,3,12,0,0.000000,0.03436400
20220913,9,5,42774,14,0.032730,495727.17981900
20220913,10,2,2221,0,0.000000,673876812.90000000
20220913,10,3,5833,50,0.857192,2908698355.60000000
20220913,10,4,24141,2,0.008285,7616738468.07000000
20220913,10,5,1,0,0.000000,2008.86000000
20220913,10,6,17224,5,0.029029,74533606.12000000
20220913,10,7,6259,0,0.000000,2249108387.49000000
20220913,11,2,1974,0,0.000000,5352172317.15000000
20220913,11,3,6074,18,0.296345,34076885072.63000000
20220913,11,4,22013,2,0.009086,95236507114.46000000
20220913,11,6,15636,5,0.031977,1295461543.21000000
20220913,11,7,5677,1,0.017615,34368794789.69000000
20220913,12,2,3342,0,0.000000,3215106834.41000000
20220913,12,3,9060,35,0.386313,11262695206.27000000
20220913,12,4,36965,7,0.018937,28679574929.21000000
20220913,12,5,1,0,0.000000,300.00000000
