bank_key,sent_count,received_count,total_participations,laundering_participations
11503,15,0,15,0
11504,6,0,6,0
11505,6,0,6,0
11506,4,3,7,0
11507,1,0,1,0
11508,21,18,39,0
11509,9,0,9,0
11510,3,3,6,0
11511,2337,4240,6577,1
11512,2,2,4,0
11513,1,1,2,0
11514,3,2,5,0
11515,3,0,3,0
11516,4,3,7,0
11517,2,2,4,0
11518,18,0,18,0
11519,3,0,3,0
11520,2,2,4,0
11521,4,4,8,0
11522,21,0,21,0
11523,36,0,36,0
11524,2,1,3,0
11525,7,0,7,0
11526,6,6,12,0
11527,7,0,7,0
11528,6,0,6,0
11529,39,0,39,0
11530,9,0,9,0
11531,3,2,5,0
11532,4,4,8,0
11533,1,0,1,0
11534,10,8,18,0
11535,2,1,3,0
11536,7,0,7,0
11537,4,3,7,0
11538,1061,2866,3927,4
11539,9,0,9,0
11540,9,0,9,0
11541,24,0,24,0
11542,1,1,2,0
11543,3,0,3,0
11544,8,0,8,0
11545,1,1,2,0
11546,3,2,5,0
11547,4,3,7,0
11548,6,0,6,0
11549,3,3,6,0
11550,4,0,4,0
11551,3,0,3,0
11552,3,2,5,0
11553,2,2,4,0
11554,6,0,6,0
11555,2,2,4,0
11556,3,2,5,0
11557,3,0,3,0
11558,2,1,3,0
11559,3,0,3,0
11560,6,0,6,0
11561,6,0,6,0
11562,315,1231,1546,1
11563,75,0,75,0
11564,426,1744,2170,0
11565,6,0,6,0
11566,4,3,7,0
11567,6,0,6,0
11568,47,0,47,0
11569,1010,2879,3889,1
11570,6,0,6,0
11571,3,3,6,0
11572,47,0,47,0
11573,8,7,15,0
11574,1,1,2,0
11575,5,4,9,0
11576,9,0,9,0
11577,1,1,2,0
11578,33,0,33,0
11579,11,7,18,0
11580,7,6,13,0
11581,34,0,34,0
11582,3,0,3,0
11583,1,1,2,0
11584,1,1,2,0
11585,3,0,3,0
11586,11,8,19,0
11587,15,0,15,0
11588,1,1,2,0
11589,2,2,4,0
11590,6,3,9,0
11591,9,3,12,0
11592,8,6,14,0
11593,30,0,30,0
11594,6,6,12,0
11595,12,0,12,0
11596,2,2,4,0
11597,9,0,9,0
11598,17,13,30,0
11599,14,12,26,0
11600,9,0,9,0
11601,1,1,2,0
11602,4,4,8,0
11603,1,1,2,0
11604,3,0,3,0
11605,36,0,36,0
11606,1,1,2,0
11607,1,1,2,0
11608,27,0,27,0
11609,4,2,6,0
11610,3,0,3,0
11611,3,0,3,0
11612,15,0,15,0
11613,3,3,6,0
11614,21,0,21,0
11615,4,0,4,0
11616,9,0,9,0
11617,2,1,3,0
11618,21,0,21,0
11619,2,0,2,0
11620,8,8,16,0
11621,15,0,15,0
11622,6,0,6,0
11623,5472,7797,13269,10
11624,2,1,3,0
11625,2,2,4,0
11626,3,0,3,0
11627,6,4,10,0
11628,3,0,3,0
11629,12,11,23,0
11630,4,3,7,0
11631,57,3,60,0
11632,3,0,3,0
11633,3,0,3,0
11634,6,0,6,0
11635,3,3,6,0
11636,39,0,39,0
11637,6,4,10,0
11638,51,0,51,0
11639,37,0,37,0
11640,1,1,2,0
11641,6,6,12,0
11642,1,1,2,0
11643,84,0,84,0
11644,8,6,14,0
11645,486,2061,2547,0
11646,6,5,11,0
11647,1,1,2,0
11648,7,6,13,0
11649,9,5,14,0
11650,2,1,3,0
11651,3,2,5,0
11652,3,0,3,0
11653,4,4,8,0
11654,33,0,33,0
11655,1,1,2,0
11656,2,1,3,0
11657,6,0,6,0
11658,3,3,6,0
11659,24,0,24,0
11660,7,6,13,0
11661,8,7,15,0
11662,2,1,3,0
11663,6,0,6,0
11664,1,0,1,0
11665,5,4,9,0
11666,18,0,18,0
11667,3,0,3,0
11668,2,2,4,0
11669,2453,5709,8162,4
11670,4,3,7,0
11671,15,0,15,0
11672,6,5,11,0
11673,2,2,4,0
11674,3,2,5,0
11675,6,5,11,0
11676,3,3,6,0
11677,2,1,3,0
11678,5,5,10,0
11679,12,0,12,0
11680,1,1,2,0
11681,9,6,15,0
11682,64,0,64,0
11683,3,0,3,0
11684,2,2,4,0
11685,2,2,4,0
11686,20,0,20,0
11687,18,0,18,0
11688,3,1,4,0
11689,1,0,1,0
11690,1,1,2,0
11691,2,2,4,0
11692,5,4,9,0
11693,6,0,6,0
11694,6,5,11,0
11695,239,1577,1816,1
11696,6,0,6,0
11697,3,0,3,0
11698,12,8,20,0
11699,6,0,6,0
11700,4,0,4,0
11701,2,1,3,0
11702,3,0,3,0
11703,3,0,3,0
11704,5,5,10,0
11705,21,0,21,0
11706,1,1,2,0
11707,3,1,4,0
11708,4,4,8,0
11709,33,0,33,0
11710,27,3,30,0
11711,14,3,17,0
11712,7,0,7,0
11713,6,0,6,0
11714,4,0,4,0
11715,2,1,3,0
11716,4,2,6,0
11717,1,1,2,0
11718,27,0,27,0
11719,2,1,3,0
11720,21,0,21,0
11721,26,0,26,0
11722,6,0,6,0
11723,4,2,6,0
11724,1,1,2,0
11725,14,8,22,0
11726,2,2,4,0
11727,49,0,49,0
11728,3,2,5,0
11729,2,2,4,0
11730,12,10,22,0
11731,1,1,2,0
11732,5,4,9,0
11733,3,3,6,0
11734,15,0,15,0
11735,33,0,33,0
11736,21,0,21,0
11737,366,1316,1682,3
11738,4,3,7,0
11739,3,2,5,0
11740,12,0,12,0
11741,2,0,2,0
11742,66,0,66,0
11743,6,4,10,0
11744,27,0,27,0
11745,9,6,15,0
11746,2,2,4,0
11747,7,7,14,0
11748,5,4,9,0
11749,3,0,3,0
11750,3,1,4,0
11751,639,2303,2942,3
11752,39,0,39,0
11753,3,0,3,0
11754,7,0,7,0
11755,3800,5739,9539,10
11756,4,2,6,0
11757,30,3,33,0
11758,3,2,5,0
11759,1,1,2,0
11760,3,2,5,0
11761,1,1,2,0
11762,3,0,3,0
11763,27,0,27,0
11764,3,0,3,0
11765,1,1,2,0
11766,9,0,9,0
11767,2,0,2,0
11768,21,0,21,0
11769,4,4,8,0
11770,4,3,7,0
11771,9,8,17,0
11772,6,0,6,0
11773,1,1,2,0
11774,27,0,27,0
11775,6,0,6,0
11776,39,0,39,0
11777,1065,3098,4163,1
11778,3,3,6,0
11779,6,0,6,0
11780,11,11,22,0
11781,12,0,12,0
11782,3,0,3,0
11783,5,4,9,0
11784,5,5,10,0
11785,2,2,4,0
11786,2,1,3,0
11787,12,0,12,0
11788,9,3,12,0
11789,4,3,7,0
11790,3,0,3,0
11791,9,0,9,0
11792,9,0,9,0
11793,4,3,7,0
11794,4,4,8,0
11795,8413,8607,17020,4
11796,2,1,3,0
11797,13,9,22,0
11798,4375,6332,10707,6
11799,54,0,54,0
11800,5,5,10,0
11801,3,0,3,0
11802,4,0,4,0
11803,1,1,2,0
11804,2,2,4,0
11805,2,1,3,0
11806,2,2,4,0
11807,9,0,9,0
11808,6,0,6,0
11809,11,0,11,0
11810,12,0,12,0
11811,7,4,11,0
11812,1,1,2,0
11813,2,2,4,0
11814,1,1,2,0
11815,3,2,5,0
11816,1,1,2,0
11817,9,0,9,0
11818,12,0,12,0
11819,3,2,5,0
11820,1,0,1,0
11821,1,1,2,0
11822,14,10,24,0
11823,13,0,13,0
11824,2,1,3,0
11825,24,0,24,0
11826,6,0,6,0
11827,2,2,4,0
11828,39,0,39,0
11829,28,0,28,0
11830,1,0,1,0
11831,2,2,4,0
11832,3,0,3,0
11833,27,0,27,0
11834,2,2,4,0
11835,4,0,4,0
11836,2,2,4,0
11837,33,0,33,0
11838,12,0,12,0
11839,4,4,8,0
11840,12,0,12,0
11841,2,2,4,0
11842,1,1,2,0
11843,12,0,12,0
11844,15,0,15,0
11845,5,4,9,0
11846,3,2,5,0
11847,2669,5260,7929,21
11848,6,0,6,0
11849,1,1,2,0
11850,60,0,60,0
11851,1,1,2,0
11852,5,3,8,0
11853,27,3,30,0
11854,2,2,4,0
11855,2,2,4,0
11856,6,0,6,0
11857,21,0,21,0
11858,1,1,2,0
11859,3,2,5,0
11860,9,0,9,0
11861,1,1,2,0
11862,3,2,5,0
11863,3,2,5,0
11864,15,0,15,0
11865,6,5,11,0
11866,9173,10753,19926,13
11867,3,0,3,0
11868,19,0,19,0
11869,2,2,4,0
11870,1,1,2,0
11871,5,4,9,0
11872,29,0,29,0
11873,1,1,2,0
11874,9,0,9,0
11875,2,1,3,0
11876,197,1245,1442,2
11877,3,0,3,0
11878,5,4,9,0
11879,1,1,2,0
11880,6,0,6,0
11881,1,1,2,0
11882,6,0,6,0
11883,15,0,15,0
11884,2,1,3,0
11885,1,1,2,0
11886,18,0,18,0
11887,4,2,6,0
11888,11,10,21,0
11889,4,3,7,0
11890,196,1128,1324,1
11891,3,0,3,0
11892,39,0,39,0
11893,9,0,9,0
11894,30,0,30,0
11895,1,1,2,0
11896,6,0,6,0
11897,12,0,12,0
11898,88,0,88,0
11899,2,1,3,0
11900,21,0,21,0
11901,12,0,12,0
11902,30,0,30,0
11903,8,0,8,0
11904,3,3,6,0
11905,1,1,2,0
11906,3,0,3,0
11907,17,0,17,0
11908,4,2,6,0
11909,2,2,4,0
11910,3,0,3,0
11911,6,0,6,0
11912,21,0,21,0
11913,12,0,12,0
11914,3,0,3,0
11915,1809,4558,6367,1
11916,6,4,10,0
11917,2,1,3,0
11918,6,0,6,0
11919,24,0,24,0
11920,4,4,8,0
11921,5,4,9,0
11922,3,0,3,0
11923,9,9,18,0
11924,4,1,5,0
11925,4,2,6,0
11926,15,0,15,0
11927,3,3,6,0
11928,11,9,20,0
11929,3,3,6,0
11930,6,0,6,0
11931,12,0,12,0
11932,18,0,18,0
11933,7,5,12,0
11934,3,0,3,0
11935,9,6,15,0
11936,42,0,42,0
11937,81,0,81,0
11938,6,0,6,0
11939,3,0,3,0
11940,1,0,1,0
11941,3,2,5,0
11942,3,2,5,0
11943,24,0,24,0
11944,723,2449,3172,3
11945,3,0,3,0
11946,2,2,4,0
11947,1,1,2,0
11948,3,0,3,0
11949,6,0,6,0
11950,4,3,7,0
11951,3,2,5,0
11952,3,0,3,0
11953,3,0,3,0
11954,18,0,18,0
11955,3,0,3,0
11956,3,2,5,0
11957,12,0,12,0
11958,1,1,2,0
11959,22,0,22,0
11960,2,2,4,0
11961,18,0,18,0
11962,5,4,9,0
11963,2,2,4,0
11964,2,2,4,0
11965,5,5,10,0
11966,3,0,3,0
11967,4,0,4,0
11968,9,7,16,0
11969,4,2,6,0
11970,87,802,889,1
11971,6,0,6,0
11972,15,0,15,0
11973,4,3,7,0
11974,66,0,66,0
11975,4,2,6,0
11976,1,1,2,0
11977,18,3,21,0
11978,18,6,24,0
11979,42,3,45,0
11980,2,2,4,0
11981,9,0,9,0
11982,36,0,36,0
11983,4,3,7,0
11984,34,0,34,0
11985,3,2,5,0
11986,12,0,12,0
11987,1,1,2,0
11988,1,1,2,0
11989,3,3,6,0
11990,27,0,27,0
11991,16,3,19,0
11992,2,2,4,0
11993,4,4,8,0
11994,15052,13278,28330,26
11995,18,0,18,0
11996,2,1,3,0
11997,9,6,15,0
11998,1,1,2,0
11999,3,0,3,0
12000,9,0,9,0
12001,1,1,2,0
12002,1,1,2,0
12003,2,1,3,0
12004,6,6,12,0
12005,3,0,3,0
12006,10,0,10,0
12007,8,0,8,0
12008,4,0,4,0
12009,1,1,2,0
12010,1,0,1,0
12011,4590,6901,11491,14
12012,1,1,2,0
12013,3,1,4,0
12014,2,2,4,0
12015,4,4,8,0
12016,5,5,10,0
12017,5,4,9,0
12018,7,4,11,0
12019,18,0,18,0
12020,1,1,2,0
12021,44,0,44,0
12022,1,0,1,0
12023,21,0,21,0
12024,7,0,7,0
12025,9,0,9,0
12026,4,2,6,0
12027,1,1,2,0
12028,9,0,9,0
12029,3,0,3,0
12030,2315,4082,6397,3
12031,4,3,7,0
12032,1,0,1,0
12033,18,0,18,0
12034,36,0,36,0
12035,30,0,30,0
12036,5,4,9,0
12037,4,4,8,0
12038,38,0,38,0
12039,2,2,4,0
12040,3,0,3,0
12041,9,8,17,0
12042,6,0,6,0
12043,3,0,3,0
12044,5,4,9,0
12045,1,1,2,0
12046,54,0,54,0
12047,4,3,7,0
12048,2,2,4,0
12049,27,3,30,0
12050,4,3,7,0
12051,9,0,9,0
12052,3,0,3,0
12053,10,0,10,0
12054,8287,10075,18362,5
12055,1,1,2,0
12056,2,1,3,0
12057,1,0,1,0
12058,122,1014,1136,0
12059,3,1,4,0
12060,1,0,1,0
12061,27,3,30,0
12062,2,2,4,0
12063,1,1,2,0
12064,3,2,5,0
12065,4,3,7,0
12066,6,5,11,0
12067,9,0,9,0
12068,15,0,15,0
12069,4,3,7,0
12070,3,2,5,0
12071,3,3,6,0
12072,4109,5962,10071,13
12073,3,0,3,0
12074,9,0,9,0
12075,7,6,13,0
12076,16,0,16,0
12077,2,2,4,0
12078,7,0,7,0
12079,1,1,2,0
12080,4,3,7,0
12081,1,1,2,0
12082,1,1,2,0
12083,1902,4052,5954,4
12084,4,4,8,0
12085,64,504,568,0
12086,3,2,5,0
12087,1,1,2,0
12088,6,6,12,0
12089,2,1,3,0
12090,2,2,4,0
12091,30,0,30,0
12092,2,1,3,0
12093,2,2,4,0
12094,5,4,9,0
12095,2,2,4,0
12096,2,2,4,0
12097,48,0,48,0
12098,12,0,12,0
12099,13,0,13,0
12100,12,7,19,0
12101,6,0,6,0
12102,9,0,9,0
12103,3,3,6,0
12104,1,0,1,0
12105,1,0,1,0
12106,1,0,1,0
12107,4,0,4,0
12108,9,0,9,0
12109,3,0,3,0
12110,1,1,2,0
12111,7,0,7,0
12112,5,5,10,0
12113,3,3,6,0
12114,5,42,47,0
12115,6,0,6,0
12116,3,3,6,0
12117,2788,5456,8244,8
12118,4,0,4,0
12119,9,0,9,0
12120,1,1,2,0
12121,30,0,30,0
12122,24,0,24,0
12123,5,4,9,0
12124,9,0,9,0
12125,2,2,4,0
12126,15,0,15,0
12127,4,4,8,0
12128,3,0,3,0
12129,3,3,6,0
12130,3,0,3,0
12131,6,0,6,0
12132,3,0,3,0
12133,16,0,16,0
12134,39,0,39,0
12135,10,10,20,0
12136,36,3,39,0
12137,4312,6218,10530,7
12138,1,1,2,0
12139,15,0,15,0
12140,12,0,12,0
12141,39,0,39,0
12142,1,1,2,0
12143,18,0,18,0
12144,3,0,3,0
12145,34053,18473,52526,144
12146,4,3,7,0
12147,27,0,27,0
12148,4,4,8,0
12149,3,2,5,0
12150,3,3,6,0
12151,5,3,8,0
12152,4,0,4,0
12153,12,0,12,0
12154,2027,4372,6399,2
12155,1,1,2,0
12156,19,15,34,0
12157,10,0,10,0
12158,10,8,18,0
12159,19,0,19,0
12160,3,0,3,0
12161,6,6,12,0
12162,1,1,2,0
12163,3,2,5,0
12164,6,6,12,0
12165,12,0,12,0
12166,3,1,4,0
12167,4,3,7,0
12168,12,0,12,0
12169,3,3,6,0
12170,12,0,12,0
12171,48,0,48,0
12172,20950,15397,36347,67
12173,3,3,6,0
12174,36,0,36,0
12175,12,0,12,0
12176,3,3,6,0
12177,5,4,9,0
12178,14,13,27,0
12179,29,0,29,0
12180,3,3,6,0
12181,2394,3819,6213,3
12182,15,0,15,0
12183,8,7,15,0
12184,3,0,3,0
12185,7,6,13,0
12186,7,6,13,0
12187,2,1,3,0
12188,6,6,12,0
12189,21,0,21,0
12190,6,5,11,0
12191,11,10,21,0
12192,1,0,1,0
12193,2,2,4,0
12194,759,1918,2677,0
12195,2,2,4,0
12196,45,0,45,0
12197,1,1,2,0
12198,18,0,18,0
12199,30,0,30,0
12200,16,13,29,0
12201,5,4,9,0
12202,12,0,12,0
12203,12,0,12,0
12204,1,0,1,0
12205,4,3,7,0
12206,1,1,2,0
12207,33,0,33,0
12208,3,0,3,0
12209,4,4,8,0
12210,3,0,3,0
12211,28,0,28,0
12212,1668,3802,5470,2
12213,51,110,161,0
12214,4,4,8,0
12215,18,0,18,0
12216,5,4,9,0
12217,15,0,15,0
12218,9,3,12,0
12219,7,4,11,0
12220,1652,3653,5305,0
12221,1,1,2,0
12222,24,0,24,0
12223,5,3,8,0
12224,9,0,9,0
12225,6,0,6,0
12226,6,0,6,0
12227,2,2,4,0
12228,8,8,16,0
12229,48,0,48,0
12230,4,4,8,0
12231,4,1,5,0
12232,24,0,24,0
12233,16,0,16,0
12234,21,0,21,0
12235,9,7,16,0
12236,1,1,2,0
12237,24,0,24,0
12238,3,3,6,0
12239,4,0,4,0
12240,60,0,60,0
12241,1,1,2,0
12242,7,7,14,0
12243,27,0,27,0
12244,18,0,18,0
12245,3,0,3,0
12246,54,3,57,0
12247,3,0,3,0
12248,8,6,14,0
12249,6,0,6,0
12250,18,0,18,0
12251,4,4,8,0
12252,3,3,6,0
12253,9,0,9,0
12254,50,0,50,0
12255,7,4,11,0
12256,5,3,8,0
12257,3,0,3,0
12258,853,2682,3535,3
12259,9,0,9,0
12260,2,2,4,0
12261,1,0,1,0
12262,2,2,4,0
12263,3,3,6,0
12264,15,0,15,0
12265,1,1,2,0
12266,6,0,6,0
12267,24,0,24,0
12268,2,2,4,0
12269,1,1,2,0
12270,10,8,18,0
12271,6,0,6,0
12272,2,2,4,0
12273,4,4,8,0
12274,2,2,4,0
12275,6,0,6,0
12276,7,5,12,0
12277,26,551,577,0
12278,1,1,2,0
12279,9,0,9,0
12280,21,0,21,0
12281,6,0,6,0
12282,13,11,24,0
12283,1,1,2,0
12284,6,0,6,0
12285,6,6,12,0
12286,632,2235,2867,4
12287,6,0,6,0
12288,7,5,12,0
12289,3,3,6,0
12290,27,0,27,0
12291,3,0,3,0
12292,6,5,11,0
12293,19,0,19,0
12294,1,1,2,0
12295,27,0,27,0
12296,3,0,3,0
12297,2,0,2,0
12298,1,1,2,0
12299,8,6,14,0
12300,1,1,2,0
12301,18,0,18,0
12302,18,0,18,0
12303,12,0,12,0
12304,4,2,6,0
12305,6,5,11,0
12306,9,0,9,0
12307,44,0,44,0
12308,6,0,6,0
12309,3,0,3,0
12310,3,0,3,0
12311,2,2,4,0
12312,5,3,8,0
12313,12,0,12,0
12314,3,0,3,0
12315,17,16,33,0
12316,7,7,14,0
12317,3,0,3,0
12318,2,2,4,0
12319,3,0,3,0
12320,24,0,24,0
12321,36,0,36,0
12322,12,0,12,0
12323,1,1,2,0
12324,27,0,27,0
12325,9,0,9,0
12326,1,1,2,0
12327,6,2,8,0
12328,3,3,6,0
12329,24,0,24,0
12330,4,4,8,0
12331,18,0,18,0
12332,33,0,33,0
12333,1,1,2,0
12334,6,6,12,0
12335,6,0,6,0
12336,22,0,22,0
12337,24,0,24,0
12338,5,5,10,0
12339,12,0,12,0
12340,12,0,12,0
12341,251,1180,1431,0
12342,3,2,5,0
12343,39,0,39,0
12344,3,0,3,0
12345,27,3,30,0
12346,1,1,2,0
12347,46,0,46,0
12348,6,0,6,0
12349,4,3,7,0
12350,4,2,6,0
12351,3,0,3,0
12352,18,0,18,0
12353,3,3,6,0
12354,36,3,39,0
12355,1,1,2,0
12356,3,3,6,0
12357,6,0,6,0
12358,9,0,9,0
12359,18,0,18,0
12360,12,0,12,0
12361,2,2,4,0
12362,42,0,42,0
12363,3,3,6,0
12364,2,1,3,0
12365,6,0,6,0
12366,3,0,3,0
12367,4,3,7,0
12368,10,3,13,0
12369,1,1,2,0
12370,36,0,36,0
12371,582,1547,2129,2
12372,5,5,10,0
12373,7,5,12,0
12374,1,1,2,0
12375,1,0,1,0
12376,3,2,5,0
12377,4,4,8,0
12378,1,0,1,0
12379,11,0,11,0
12380,8,7,15,0
12381,3,0,3,0
12382,2,2,4,0
12383,5,4,9,0
12384,9,7,16,0
12385,11,9,20,0
12386,2,1,3,0
12387,9,7,16,0
12388,18,3,21,0
12389,3,0,3,0
12390,40,0,40,0
12391,46,0,46,0
12392,6,5,11,0
12393,4,0,4,0
12394,1,1,2,0
12395,12,0,12,0
12396,18,0,18,0
12397,15,0,15,0
12398,6,4,10,0
12399,27,0,27,0
12400,6,0,6,0
12401,3,0,3,0
12402,2,2,4,0
12403,2,2,4,0
12404,2,1,3,0
12405,1,1,2,0
12406,10,0,10,0
12407,6,0,6,0
12408,3,2,5,0
12409,6,5,11,0
12410,12,0,12,0
12411,10,9,19,0
12412,33,0,33,0
12413,15,0,15,0
12414,2,2,4,0
12415,1,1,2,0
12416,9,0,9,0
12417,4,3,7,0
12418,3,0,3,0
12419,24,0,24,0
12420,8,8,16,0
12421,14,0,14,0
12422,18,0,18,0
12423,6,5,11,0
12424,2663,4378,7041,12
12425,3,2,5,0
12426,3,0,3,0
12427,25,0,25,0
12428,5,4,9,0
12429,2,2,4,0
12430,1,0,1,0
12431,7,5,12,0
12432,6,0,6,0
12433,3,0,3,0
12434,7,0,7,0
12435,6,0,6,0
12436,1726,4306,6032,5
12437,15,0,15,0
12438,1,1,2,0
12439,2,1,3,0
12440,1,1,2,0
12441,3,0,3,0
12442,30,0,30,0
12443,12,0,12,0
12444,3,3,6,0
12445,10,3,13,0
12446,15,0,15,0
12447,6,0,6,0
12448,5,4,9,0
12449,2,2,4,0
12450,91374,48049,139423,170
12451,1,0,1,0
12452,7183,9288,16471,18
12453,12,10,22,0
12454,1,1,2,0
12455,1,0,1,0
12456,24,0,24,0
12457,12,0,12,0
12458,3,0,3,0
12459,4,4,8,0
12460,3,0,3,0
12461,6,5,11,0
12462,12,0,12,0
12463,3,0,3,0
12464,24,0,24,0
12465,4,3,7,0
12466,9,7,16,0
12467,1,1,2,0
12468,6,0,6,0
12469,57,0,57,0
12470,6,0,6,0
12471,9,9,18,0
12472,1,1,2,0
12473,2,1,3,0
12474,2,2,4,0
12475,6,0,6,0
12476,12,0,12,0
12477,4891,6862,11753,5
12478,1,1,2,0
12479,15,0,15,0
12480,1,1,2,0
12481,12,0,12,0
12482,23,0,23,0
12483,6,6,12,0
12484,21,3,24,0
12485,4,2,6,0
12486,7,6,13,0
12487,5,5,10,0
12488,4,0,4,0
12489,20,4,24,0
12490,13,0,13,0
12491,1,1,2,0
12492,4,3,7,0
12493,1,1,2,0
12494,47,365,412,0
12495,6,5,11,0
12496,113,558,671,2
12497,8,5,13,0
12498,12,0,12,0
12499,9,0,9,0
12500,3,0,3,0
12501,3,0,3,0
12502,9,0,9,0
12503,9,8,17,0
12504,3,0,3,0
12505,2,1,3,0
12506,18,0,18,0
12507,45,0,45,0
12508,1,1,2,0
12509,3,2,5,0
12510,9,9,18,0
12511,3,0,3,0
12512,8,4,12,0
12513,662,2814,3476,4
12514,12,0,12,0
12515,9,3,12,0
12516,2,2,4,0
12517,6,0,6,0
12518,1,1,2,0
12519,2,2,4,0
12520,19,0,19,0
12521,3,2,5,0
12522,4,4,8,0
12523,4650,7085,11735,10
12524,6,0,6,0
12525,45,0,45,0
12526,2,1,3,0
12527,27,0,27,0
12528,9,0,9,0
12529,3,0,3,0
12530,1,1,2,0
12531,15,0,15,0
12532,2,1,3,0
12533,3,0,3,0
12534,4,4,8,0
12535,1,0,1,0
12536,3,0,3,0
12537,33,0,33,0
12538,602,2111,2713,1
12539,7,6,13,0
12540,12,0,12,0
12541,5,4,9,0
12542,21,0,21,0
12543,3,3,6,0
12544,54,0,54,0
12545,4,4,8,0
12546,6,5,11,0
12547,3,0,3,0
12548,3,3,6,0
12549,9,0,9,0
12550,8,5,13,0
12551,12,0,12,0
12552,3,3,6,0
12553,2,2,4,0
12554,3,2,5,0
12555,8,0,8,0
12556,2,2,4,0
12557,1,1,2,0
12558,7,0,7,0
12559,28,0,28,0
12560,8,6,14,0
12561,12,0,12,0
12562,4,4,8,0
12563,12,0,12,0
12564,24,0,24,0
12565,3,0,3,0
12566,12,0,12,0
12567,2,2,4,0
12568,9,0,9,0
12569,12,8,20,0
12570,12,0,12,0
12571,198,1255,1453,1
12572,2,2,4,0
12573,3,0,3,0
12574,2,2,4,0
12575,4,4,8,0
12576,18,0,18,0
12577,1,1,2,0
12578,3,0,3,0
12579,3,0,3,0
12580,33,0,33,0
12581,27,0,27,0
12582,8461,10193,18654,14
12583,6,0,6,0
12584,3,3,6,0
12585,6230,8115,14345,28
12586,33,0,33,0
12587,9,0,9,0
12588,7,6,13,0
12589,42,0,42,0
12590,4,4,8,0
12591,51,3,54,0
12592,12,3,15,0
12593,60,3,63,0
12594,9,7,16,0
12595,3,0,3,0
12596,15,0,15,0
12597,3,0,3,0
12598,1,1,2,0
12599,6,6,12,0
12600,30,0,30,0
12601,3,0,3,0
12602,2,2,4,0
12603,27,0,27,0
12604,7,6,13,0
12605,3,2,5,0
12606,1,0,1,0
12607,11654,10910,22564,20
12608,3,3,6,0
12609,1,1,2,0
12610,6,6,12,0
12611,5,5,10,0
12612,12,9,21,0
12613,3,2,5,0
12614,5,4,9,0
12615,1,1,2,0
12616,10,5,15,0
12617,9,0,9,0
12618,9,9,18,0
12619,6,5,11,0
12620,6,0,6,0
12621,12,0,12,0
12622,7,6,13,0
12623,3,3,6,0
12624,6,4,10,0
12625,9,0,9,0
12626,1,0,1,0
12627,4,0,4,0
12628,15,0,15,0
12629,28,0,28,0
12630,30,0,30,0
12631,18,0,18,0
12632,7,4,11,0
12633,1,1,2,0
12634,6,0,6,0
12635,32,0,32,0
12636,27,4,31,0
12637,1,1,2,0
12638,52,708,760,0
12639,3,3,6,0
12640,9,0,9,0
12641,3,3,6,0
12642,7,0,7,0
12643,21,0,21,0
12644,26,383,409,1
12645,70,0,70,0
12646,1,1,2,0
12647,6,0,6,0
12648,12,0,12,0
12649,3,0,3,0
12650,3,2,5,0
12651,4,4,8,0
12652,14,13,27,0
12653,3,2,5,0
12654,2,0,2,0
12655,7,4,11,0
12656,16,0,16,0
12657,6,0,6,0
12658,3,0,3,0
12659,33,0,33,0
12660,36,0,36,0
12661,18,0,18,0
12662,1,1,2,0
12663,1,1,2,0
12664,4,2,6,0
12665,3,0,3,0
12666,6,0,6,0
12667,3,0,3,0
12668,5,3,8,0
12669,28,0,28,0
12670,3,3,6,0
12671,5003,6570,11573,9
12672,6,0,6,0
12673,12,0,12,0
12674,9,0,9,0
12675,5,4,9,0
12676,2,2,4,0
12677,13,7,20,0
12678,15,0,15,0
12679,10,9,19,0
12680,21,0,21,0
12681,15,0,15,0
12682,4,4,8,0
12683,410,1574,1984,1
12684,3,0,3,0
12685,32,0,32,0
12686,9,0,9,0
12687,15,0,15,0
12688,3,3,6,0
12689,2,1,3,0
12690,7,6,13,0
12691,9,9,18,0
12692,6,0,6,0
12693,40,0,40,0
12694,12,0,12,0
12695,3,0,3,0
12696,14,0,14,0
12697,8,5,13,0
12698,12,11,23,0
12699,9,0,9,0
12700,9,0,9,0
12701,15,0,15,0
12702,12,0,12,0
12703,12,0,12,0
12704,15,0,15,0
12705,6,5,11,0
12706,4,3,7,0
12707,36,0,36,0
12708,6,6,12,0
12709,15,0,15,0
12710,40,0,40,0
12711,2,2,4,0
12712,12590,10812,23402,31
12713,7,7,14,0
12714,3,2,5,0
12715,1,1,2,0
12716,599,1492,2091,0
12717,2,1,3,0
12718,18,0,18,0
12719,10,3,13,0
12720,4,0,4,0
12721,36,0,36,0
12722,6,4,10,0
12723,5,4,9,0
12724,3,0,3,0
12725,24,0,24,0
12726,3,0,3,0
12727,9,0,9,0
12728,2,2,4,0
12729,6,5,11,0
12730,3,0,3,0
12731,9,0,9,0
12732,12,0,12,0
12733,3,0,3,0
12734,1,0,1,0
12735,4,3,7,0
12736,1,1,2,0
12737,30,0,30,0
12738,3,0,3,0
12739,2,1,3,0
12740,2,1,3,0
12741,1,1,2,0
12742,9,0,9,0
12743,2,1,3,0
12744,218,1230,1448,1
12745,6,5,11,0
12746,61,3,64,0
12747,9,8,17,0
12748,8,7,15,0
12749,1,1,2,0
12750,6,0,6,0
12751,2,1,3,0
12752,1539,3554,5093,5
12753,3,3,6,0
12754,4,3,7,0
12755,6,6,12,0
12756,8,8,16,0
12757,6,4,10,0
12758,1,1,2,0
